ID,Price,Date,Postcode,Type,Newbuild,Ownership,Street Number,Flat Number,Street Name,Area,Town,City,County,priceper,year,dateoftransfer,propertytype,duration,price,postcode,lad21cd,transactionid,id,tfarea,numberrooms,classt,CURRENT_ENERGY_EFFICIENCY,POTENTIAL_ENERGY_EFFICIENCY,CONSTRUCTION_AGE_BAND,PricePer,NumOfRms,HouseSize,EnergyEfficiency,BuildDate,Postcode Prefix
{A26C4FFC-2499-49FB-BC57-83B96F0EE8A0},88500,1995-02-10 00:00,TW1 1JT,F,N,L,91,,KENLEY ROAD,TWICKENHAM,TWICKENHAM,RICHMOND UPON THAMES,GREATER LONDON,1294.80614484272,1995.0,1995-02-10,F,L,88500.0,TW1 1JT,E09000027,{A26C4FFC-2499-49FB-BC57-83B96F0EE8A0},21148747.0,68.35,4.0,11.0,65.0,70.0,England and Wales: 1900-1929,1294.80614484272,4.0,68.35,65.0,England and Wales: 1900-1929,TW1
{32A4BB58-BB42-440E-A366-57DEB32CCBDA},115000,1995-09-11 00:00,TW1 4PB,S,N,F,2,,CHILLINGWORTH GARDENS,TWICKENHAM,TWICKENHAM,RICHMOND UPON THAMES,GREATER LONDON,942.622950819672,1995.0,1995-09-11,S,F,115000.0,TW1 4PB,E09000027,{32A4BB58-BB42-440E-A366-57DEB32CCBDA},21144422.0,122.0,5.0,11.0,68.0,84.0,England and Wales: 1900-1929,942.622950819672,5.0,122.0,68.0,England and Wales: 1900-1929,TW1
{E68302AF-C472-460D-A3FA-8E6FCD3E771C},75000,1995-01-31 00:00,TW1 3ND,F,N,L,"SANDRINGHAM COURT, 26",15,ARRAGON ROAD,TWICKENHAM,TWICKENHAM,RICHMOND UPON THAMES,GREATER LONDON,1315.78947368421,1995.0,1995-01-31,F,L,75000.0,TW1 3ND,E09000027,{E68302AF-C472-460D-A3FA-8E6FCD3E771C},21160488.0,57.0,3.0,12.0,68.0,78.0,England and Wales: 1967-1975,1315.78947368421,3.0,57.0,68.0,England and Wales: 1967-1975,TW1
{52D24D1C-E1E5-49CA-AE8F-4169E50B76C6},58950,1995-06-23 00:00,TW1 1AH,F,Y,L,78,,VARSITY DRIVE,TWICKENHAM,TWICKENHAM,HOUNSLOW,GREATER LONDON,1101.8691588785,1995.0,1995-06-23,F,L,58950.0,TW1 1AH,E09000018,{52D24D1C-E1E5-49CA-AE8F-4169E50B76C6},20251463.0,53.5,2.0,12.0,80.0,80.0,England and Wales: 1991-1995,1101.8691588785,2.0,53.5,80.0,England and Wales: 1991-1995,TW1
{C45F2C32-8395-472C-894E-8E802DF43880},182500,1995-05-31 00:00,TW1 4RG,T,N,F,6,,BONSER ROAD,TWICKENHAM,TWICKENHAM,RICHMOND UPON THAMES,GREATER LONDON,1149.96849401386,1995.0,1995-05-31,T,F,182500.0,TW1 4RG,E09000027,{C45F2C32-8395-472C-894E-8E802DF43880},21161992.0,158.7,7.0,12.0,65.0,67.0,England and Wales: 1900-1929,1149.96849401386,7.0,158.7,65.0,England and Wales: 1900-1929,TW1
{52738806-59B7-446F-83DC-417B6A62357D},160000,1995-07-26 00:00,TW1 3DE,S,N,F,1,,LEBANON PARK,TWICKENHAM,TWICKENHAM,RICHMOND UPON THAMES,GREATER LONDON,849.301979935241,1995.0,1995-07-26,S,F,160000.0,TW1 3DE,E09000027,{52738806-59B7-446F-83DC-417B6A62357D},21103879.0,188.39,8.0,12.0,37.0,48.0,England and Wales: 1900-1929,849.301979935241,8.0,188.39,37.0,England and Wales: 1900-1929,TW1
{0F15FA91-2293-4FA6-AC77-4517FFB2890F},100500,1995-01-30 00:00,TW1 4JA,T,N,F,14,,LAUREL AVENUE,TWICKENHAM,TWICKENHAM,RICHMOND UPON THAMES,GREATER LONDON,1246.12523248605,1995.0,1995-01-30,T,F,100500.0,TW1 4JA,E09000027,{0F15FA91-2293-4FA6-AC77-4517FFB2890F},21105005.0,80.65,5.0,12.0,60.0,68.0,England and Wales: 1900-1929,1246.12523248605,5.0,80.65,60.0,England and Wales: 1900-1929,TW1
{3E50C793-FEFC-4B99-98FB-7A746099A187},56500,1995-09-06 00:00,TW1 1AH,F,Y,L,69,,VARSITY DRIVE,TWICKENHAM,TWICKENHAM,HOUNSLOW,GREATER LONDON,1255.55555555556,1995.0,1995-09-06,F,L,56500.0,TW1 1AH,E09000018,{3E50C793-FEFC-4B99-98FB-7A746099A187},20208592.0,45.0,2.0,11.0,84.0,84.0,England and Wales: 2003-2006,1255.55555555556,2.0,45.0,84.0,England and Wales: 2003-2006,TW1
{14FA18A7-6A65-414B-BCFA-583FCFFB2FD2},60000,1995-07-17 00:00,TW1 3SZ,F,N,L,"CHATSWORTH HOUSE, 65",FLAT 2,LONDON ROAD,TWICKENHAM,TWICKENHAM,RICHMOND UPON THAMES,GREATER LONDON,1613.33691852649,1995.0,1995-07-17,F,L,60000.0,TW1 3SZ,E09000027,{14FA18A7-6A65-414B-BCFA-583FCFFB2FD2},21132498.0,37.19,2.0,11.0,75.0,79.0,England and Wales: 1983-1990,1613.33691852649,2.0,37.19,75.0,England and Wales: 1983-1990,TW1
{539C8470-F98F-42F7-8957-8428A9FFCF14},68950,1995-07-18 00:00,TW1 1EW,F,N,L,126A,,CHERTSEY ROAD,TWICKENHAM,TWICKENHAM,RICHMOND UPON THAMES,GREATER LONDON,662.980769230769,1995.0,1995-07-18,F,L,68950.0,TW1 1EW,E09000027,{539C8470-F98F-42F7-8957-8428A9FFCF14},21120328.0,104.0,5.0,11.0,69.0,74.0,England and Wales: 1930-1949,662.980769230769,5.0,104.0,69.0,England and Wales: 1930-1949,TW1
