ID,Price,Date,Postcode,Type,Newbuild,Ownership,Street Number,Flat Number,Street Name,Area,Town,City,County,priceper,year,dateoftransfer,propertytype,duration,price,postcode,lad21cd,transactionid,id,tfarea,numberrooms,classt,CURRENT_ENERGY_EFFICIENCY,POTENTIAL_ENERGY_EFFICIENCY,CONSTRUCTION_AGE_BAND,PricePer,NumOfRms,HouseSize,EnergyEfficiency,BuildDate,Postcode Prefix
{EAA5185F-9485-463B-9086-3725359BCDAF},64000,1999-04-23 00:00,RM9 5PH,T,N,F,61,,SHORTCROFTS ROAD,,DAGENHAM,BARKING AND DAGENHAM,GREATER LONDON,627.450980392157,1999.0,1999-04-23,T,F,64000.0,RM9 5PH,E09000002,{EAA5185F-9485-463B-9086-3725359BCDAF},18508707.0,102.0,5.0,11.0,60.0,79.0,England and Wales: 1900-1929,627.450980392157,5.0,102.0,60.0,England and Wales: 1900-1929,RM9
{F91E7E29-020A-4CE0-9B32-E9AA641F0980},57500,1999-05-28 00:00,RM9 6BH,T,N,F,5,,ROMSEY GARDENS,,DAGENHAM,BARKING AND DAGENHAM,GREATER LONDON,657.142857142857,1999.0,1999-05-28,T,F,57500.0,RM9 6BH,E09000002,{F91E7E29-020A-4CE0-9B32-E9AA641F0980},18479185.0,87.5,5.0,12.0,63.0,74.0,England and Wales: 1930-1949,657.142857142857,5.0,87.5,63.0,England and Wales: 1930-1949,RM9
{C749EEAE-51A6-414F-8428-373399FF2886},63500,1999-11-05 00:00,RM9 4JJ,T,N,F,44,,FLAMSTEAD ROAD,,DAGENHAM,BARKING AND DAGENHAM,GREATER LONDON,894.366197183099,1999.0,1999-11-05,T,F,63500.0,RM9 4JJ,E09000002,{C749EEAE-51A6-414F-8428-373399FF2886},18449501.0,71.0,3.0,11.0,39.0,87.0,England and Wales: 1930-1949,894.366197183099,3.0,71.0,39.0,England and Wales: 1930-1949,RM9
{D77B36D5-3B97-4CDB-8841-7ADD86B22F00},63000,1999-01-29 00:00,RM9 6HD,T,N,F,35,,HEDGEMANS ROAD,,DAGENHAM,BARKING AND DAGENHAM,GREATER LONDON,775.003075409029,1999.0,1999-01-29,T,F,63000.0,RM9 6HD,E09000002,{D77B36D5-3B97-4CDB-8841-7ADD86B22F00},18442311.0,81.29,4.0,11.0,45.0,62.0,England and Wales: 1930-1949,775.003075409029,4.0,81.29,45.0,England and Wales: 1930-1949,RM9
{DB13A548-C10E-4831-9B4A-F9C60A5A8D43},59995,1999-03-05 00:00,RM9 4BL,T,N,F,6,,CANNINGTON ROAD,,DAGENHAM,BARKING AND DAGENHAM,GREATER LONDON,937.421875,1999.0,1999-03-05,T,F,59995.0,RM9 4BL,E09000002,{DB13A548-C10E-4831-9B4A-F9C60A5A8D43},18464130.0,64.0,3.0,11.0,60.0,87.0,England and Wales: 1950-1966,937.421875,3.0,64.0,60.0,England and Wales: 1950-1966,RM9
{21B9AFB9-5824-4925-AF96-E6717ECF8FCD},62000,1999-06-18 00:00,RM9 5SB,T,N,F,391,,IVYHOUSE ROAD,,DAGENHAM,BARKING AND DAGENHAM,GREATER LONDON,885.714285714286,1999.0,1999-06-18,T,F,62000.0,RM9 5SB,E09000002,{21B9AFB9-5824-4925-AF96-E6717ECF8FCD},18452119.0,70.0,4.0,11.0,60.0,83.0,England and Wales: 1950-1966,885.714285714286,4.0,70.0,60.0,England and Wales: 1950-1966,RM9
{CE232DBC-F882-4DBA-AFC9-DF7441B35188},57500,1999-08-19 00:00,RM9 5RP,T,N,F,99,,IVYHOUSE ROAD,,DAGENHAM,BARKING AND DAGENHAM,GREATER LONDON,761.488544563634,1999.0,1999-08-19,T,F,57500.0,RM9 5RP,E09000002,{CE232DBC-F882-4DBA-AFC9-DF7441B35188},18483647.0,75.51,4.0,12.0,68.0,73.0,England and Wales: 1930-1949,761.488544563634,4.0,75.51,68.0,England and Wales: 1930-1949,RM9
{575DC761-96E9-4B7D-A89F-DF9832BB8DB5},60000,1999-04-27 00:00,RM9 6PB,T,N,F,22,,COMYNS ROAD,,DAGENHAM,BARKING AND DAGENHAM,GREATER LONDON,681.044267877412,1999.0,1999-04-27,T,F,60000.0,RM9 6PB,E09000002,{575DC761-96E9-4B7D-A89F-DF9832BB8DB5},18502926.0,88.1,3.0,11.0,52.0,69.0,England and Wales: 1900-1929,681.044267877412,3.0,88.1,52.0,England and Wales: 1900-1929,RM9
{4C6BCAEF-482C-4C6B-A74D-EF6FA74A450A},63000,1999-09-21 00:00,RM9 5LJ,T,N,F,135,,CORNWALLIS ROAD,,DAGENHAM,BARKING AND DAGENHAM,GREATER LONDON,1016.12903225806,1999.0,1999-09-21,T,F,63000.0,RM9 5LJ,E09000002,{4C6BCAEF-482C-4C6B-A74D-EF6FA74A450A},18501621.0,62.0,3.0,11.0,65.0,84.0,England and Wales: 1900-1929,1016.12903225806,3.0,62.0,65.0,England and Wales: 1900-1929,RM9
{FD429765-4CB4-4756-83E6-F6B177A1609D},73995,1999-01-15 00:00,RM9 6LT,S,N,F,116,,FORD ROAD,,DAGENHAM,BARKING AND DAGENHAM,GREATER LONDON,948.653846153846,1999.0,1999-01-15,S,F,73995.0,RM9 6LT,E09000002,{FD429765-4CB4-4756-83E6-F6B177A1609D},18494367.0,78.0,4.0,11.0,58.0,79.0,England and Wales: 1900-1929,948.653846153846,4.0,78.0,58.0,England and Wales: 1900-1929,RM9
